TTTTTT	
-312.750279552	
-312.750571368	
-312.750860068	
-312.751145686	
-312.751428256	
-312.751707813	
-312.751984391	
-312.752258021	
-312.752528737	
-312.752796571	
-312.753061556	
-312.753323722	
-312.7535831	
-312.753839722	
-312.754093618	
-312.754344817	
-312.75459335	
-312.754839245	
-312.755082532	
-312.755323239	
-312.755561395	
-312.755797026	
-312.756030162	
-312.756260829	
-312.756489053	
-312.756714863	
-312.756938283	
-312.75715934	
-312.757378059	
-312.757594466	
-312.757808587	
-312.758020445	
-312.758230065	
-312.758437471	
-312.758642688	
-312.758845738	
-312.759046646	
-312.759245435	
-312.759442126	
-312.759636743	
-312.759829309	
-312.760019844	
-312.760208371	
-312.760394912	
-312.760579487	
-312.760762119	
-312.760942826	
-312.761121631	
-312.761298554	
-312.761473614	
-312.761646832	
-312.761818227	
-312.761987818	
-312.762155625	
-312.762321668	
-312.762485963	
-312.762648531	
-312.76280939	
-312.762968557	
-312.763126051	
-312.763281889	
-312.763436089	
-312.763588669	
-312.763739645	
-312.763889035	
-312.764036855	
-312.764183122	
-312.764327852	
-312.764471062	
-312.764612767	
-312.764752984	
-312.764891728	
-312.765029015	
-312.76516486	
-312.765299279	
-312.765432285	
-312.765563895	
-312.765694123	
-312.765822983	
-312.76595049	
-312.766076658	
-312.766201501	
-312.766325033	
-312.766447268	
-312.76656822	
-312.766687901	
-312.766806325	
-312.766923506	
-312.767039456	
-312.767154188	
-312.767267716	
-312.767380051	
-312.767491206	
-312.767601193	
-312.767710025	
-312.767817714	
-312.767924271	
-312.768029709	
-312.768134039	
-312.768237273	
-312.768339422	
-312.768440497	
-312.76854051	
-312.768639471	
